L-RPM,R-RPM,Speed,Swing_Level,Spin_Level,Position,Pan,Pan actual,Tilt,Tilt actual,Left Tilt,Left Tilt Actual,Right Tilt,Right Tilt Actual,X,Y
,,,,,top- 1,2910.0,2910.1,3122.0,3123.6,1220.0,1220.1,1180.0,1182.1,150,5
,,,,,left - 2,3160.0,3160.3,3122.0,3122.4,1220.0,1222.3,1180.0,1179.4,0,40
,,,,,right - 3,2710.0,2707.8,3122.0,3119.2,1220.0,1221.5,1180.0,1180.7,300,40
,,,,,bottom - 4,2910.0,2911.2,3122.0,3120.3,1220.0,1217.8,1180.0,1177.1,150,80
,,,,,top-mid-centre-5,3035.0,3034.1,3122.0,3122.5,1220.0,1219.4,1180.0,1179.6,150,25
,,,,,top-mid-left-6,3260.0,3262.4,3122.0,3121.1,1220.0,1220.1,1180.0,1181.7,0,25
,,,,,top-mid-right-7,2870.0,2869.4,3122.0,3122.7,1220.0,1222.2,1180.0,1182.7,300,25
340.0,340.0,70.0,Swing Level 1,Spin Level 1,centre - 0,2910.0,2905.0,3125.0,3118.0,1150.0,1145.0,1110.0,1108.0,150,40
,,,,,top- 1,2910.0,2913.0,3125.0,3119.0,1570.0,1568.0,1530.0,1528.0,150,5
,,,,,left - 2,3112.0,3107.0,3125.0,3126.0,1150.0,1149.0,1110.0,1107.0,0,40
,,,,,right - 3,2712.0,2710.0,3125.0,3121.0,1150.0,1145.0,1110.0,1107.0,300,40
,,,,,bottom - 4,2910.0,2907.0,3125.0,3125.0,770.0,772.0,730.0,725.0,150,80
,,,,,top-mid-centre-5,2910.0,2913.0,3125.0,3127.0,1430.0,1429.0,1390.0,1391.0,150,25
,,,,,top-mid-left-6,3112.0,3110.0,3125.0,3119.0,1430.0,1429.0,1390.0,1385.0,0,25
,,,,,top-mid-right-7,2712.0,2711.0,3125.0,3131.0,1430.0,1425.0,1390.0,1392.0,300,25
340.0,340.0,70.0,Swing Level 1,Spin Level 2,centre - 0,2920.0,2919.0,3130.0,3130.0,1170.0,1175.0,1090.0,1095.0,150,40
,,,,,top- 1,2920.0,2917.0,3130.0,3124.0,1590.0,1593.0,1510.0,1511.0,150,5
,,,,,left - 2,3124.0,3128.0,3130.0,3125.0,1170.0,1168.0,1090.0,1094.0,0,40
,,,,,right - 3,2724.0,2727.0,3130.0,3125.0,1170.0,1171.0,1090.0,1085.0,300,40
,,,,,bottom - 4,2920.0,2917.0,3130.0,3138.0,790.0,785.0,710.0,714.0,150,80
,,,,,top-mid-centre-5,2920.0,2917.0,3130.0,3127.0,1450.0,1453.0,1370.0,1370.0,150,25
,,,,,top-mid-left-6,3124.0,3129.0,3130.0,3136.0,1450.0,1454.0,1370.0,1365.0,0,25
,,,,,top-mid-right-7,2724.0,2719.0,3130.0,3135.0,1450.0,1447.0,1370.0,1366.0,300,25
340.0,340.0,70.0,Swing Level 1,Spin Level 3,centre - 0,2930.0,2935.0,3135.0,3141.0,1190.0,1189.0,1070.0,1066.0,150,40
,,,,,top- 1,2930.0,2925.0,3135.0,3134.0,1610.0,1615.0,1490.0,1494.0,150,5
,,,,,left - 2,3136.0,3132.0,3135.0,3130.0,1190.0,1186.0,1070.0,1075.0,0,40
,,,,,right - 3,2736.0,2741.0,3135.0,3140.0,1190.0,1187.0,1070.0,1070.0,300,40
,,,,,bottom - 4,2930.0,2932.0,3135.0,3136.0,810.0,812.0,690.0,687.0,150,80
,,,,,top-mid-centre-5,2930.0,2929.0,3135.0,3143.0,1470.0,1475.0,1350.0,1352.0,150,25
,,,,,top-mid-left-6,3136.0,3137.0,3135.0,3137.0,1470.0,1467.0,1350.0,1352.0,0,25
,,,,,top-mid-right-7,2736.0,2734.0,3135.0,3139.0,1470.0,1467.0,1350.0,1354.0,300,25
340.0,340.0,70.0,Swing Level 1,Spin Level 4,centre - 0,2940.0,2935.0,3140.0,3132.0,1210.0,1210.0,1050.0,1046.0,150,40
,,,,,top- 1,2940.0,2940.0,3140.0,3140.0,1630.0,1635.0,1470.0,1470.0,150,5
,,,,,left - 2,3148.0,3151.0,3140.0,3142.0,1210.0,1215.0,1050.0,1046.0,0,40
,,,,,right - 3,2748.0,2743.0,3140.0,3133.0,1210.0,1213.0,1050.0,1053.0,300,40
,,,,,bottom - 4,2940.0,2944.0,3140.0,3133.0,830.0,827.0,670.0,672.0,150,80
,,,,,top-mid-centre-5,2940.0,2943.0,3140.0,3138.0,1490.0,1495.0,1330.0,1331.0,150,25
,,,,,top-mid-left-6,3148.0,3149.0,3140.0,3140.0,1490.0,1494.0,1330.0,1329.0,0,25
,,,,,top-mid-right-7,2748.0,2749.0,3140.0,3137.0,1490.0,1488.0,1330.0,1332.0,300,25
340.0,340.0,70.0,Swing Level 1,Spin Level 5,centre - 0,2950.0,2945.0,3145.0,3146.0,1230.0,1235.0,1030.0,1031.0,150,40
,,,,,top- 1,2950.0,2946.0,3145.0,3142.0,1650.0,1650.0,1450.0,1450.0,150,5
,,,,,left - 2,3160.0,3160.0,3145.0,3153.0,1230.0,1234.0,1030.0,1031.0,0,40
,,,,,right - 3,2760.0,2761.0,3145.0,3137.0,1230.0,1225.0,1030.0,1034.0,300,40
,,,,,bottom - 4,2950.0,2955.0,3145.0,3137.0,850.0,847.0,650.0,648.0,150,80
,,,,,top-mid-centre-5,2950.0,2950.0,3145.0,3152.0,1510.0,1510.0,1310.0,1314.0,150,25
,,,,,top-mid-left-6,3160.0,3156.0,3145.0,3140.0,1510.0,1510.0,1310.0,1310.0,0,25
,,,,,top-mid-right-7,2760.0,2756.0,3145.0,3151.0,1510.0,1510.0,1310.0,1305.0,300,25
355.0,355.0,70.0,Swing Level 2,Spin Level -5,centre - 0,2850.0,2853.0,3095.0,3101.0,1030.0,1030.0,1230.0,1225.0,150,40
,,,,,top- 1,2850.0,2850.0,3095.0,3088.0,1450.0,1453.0,1650.0,1651.0,150,5
,,,,,left - 2,3040.0,3041.0,3095.0,3090.0,1030.0,1034.0,1230.0,1225.0,0,40
,,,,,right - 3,2640.0,2638.0,3095.0,3095.0,1030.0,1032.0,1230.0,1230.0,300,40
,,,,,bottom - 4,2850.0,2851.0,3095.0,3097.0,650.0,649.0,850.0,848.0,150,80
,,,,,top-mid-centre-5,2850.0,2852.0,3095.0,3096.0,1310.0,1310.0,1510.0,1509.0,150,25
,,,,,top-mid-left-6,3040.0,3041.0,3095.0,3100.0,1310.0,1308.0,1510.0,1506.0,0,25
,,,,,top-mid-right-7,2640.0,2638.0,3095.0,3095.0,1310.0,1311.0,1510.0,1511.0,300,25
340.0,340.0,70.0,Swing Level 2,Spin Level -4,centre - 0,2860.0,2863.0,3100.0,3100.0,1050.0,1050.0,1210.0,1208.0,150,40
,,,,,top- 1,2860.0,2856.0,3100.0,3093.0,1470.0,1465.0,1630.0,1629.0,150,5
,,,,,left - 2,3052.0,3047.0,3100.0,3093.0,1050.0,1055.0,1210.0,1212.0,0,40
,,,,,right - 3,2652.0,2655.0,3100.0,3096.0,1050.0,1045.0,1210.0,1215.0,300,40
,,,,,bottom - 4,2860.0,2864.0,3100.0,3097.0,670.0,666.0,830.0,831.0,150,80
,,,,,top-mid-centre-5,2860.0,2865.0,3100.0,3099.0,1330.0,1326.0,1490.0,1488.0,150,25
,,,,,top-mid-left-6,3052.0,3052.0,3100.0,3106.0,1330.0,1330.0,1490.0,1490.0,0,25
,,,,,top-mid-right-7,2652.0,2655.0,3100.0,3105.0,1330.0,1328.0,1490.0,1486.0,300,25
340.0,340.0,70.0,Swing Level 2,Spin Level -3,centre - 0,2870.0,2868.0,3105.0,3102.0,1070.0,1065.0,1190.0,1185.0,150,40
,,,,,top- 1,2870.0,2870.0,3105.0,3111.0,1490.0,1490.0,1610.0,1606.0,150,5
,,,,,left - 2,3064.0,3060.0,3105.0,3100.0,1070.0,1071.0,1190.0,1194.0,0,40
,,,,,right - 3,2664.0,2662.0,3105.0,3108.0,1070.0,1073.0,1190.0,1190.0,300,40
,,,,,bottom - 4,2870.0,2875.0,3105.0,3101.0,690.0,686.0,810.0,814.0,150,80
,,,,,top-mid-centre-5,2870.0,2866.0,3105.0,3103.0,1350.0,1348.0,1470.0,1465.0,150,25
,,,,,top-mid-left-6,3064.0,3060.0,3105.0,3099.0,1350.0,1351.0,1470.0,1469.0,0,25
,,,,,top-mid-right-7,2664.0,2669.0,3105.0,3107.0,1350.0,1350.0,1470.0,1472.0,300,25
340.0,340.0,70.0,Swing Level 2,Spin Level -2,centre - 0,2880.0,2879.0,3110.0,3109.0,1090.0,1092.0,1170.0,1171.0,150,40
,,,,,top- 1,2880.0,2881.0,3110.0,3110.0,1510.0,1513.0,1590.0,1593.0,150,5
,,,,,left - 2,3076.0,3078.0,3110.0,3111.0,1090.0,1085.0,1170.0,1173.0,0,40
,,,,,right - 3,2676.0,2680.0,3110.0,3113.0,1090.0,1091.0,1170.0,1165.0,300,40
,,,,,bottom - 4,2880.0,2880.0,3110.0,3107.0,710.0,711.0,790.0,793.0,150,80
,,,,,top-mid-centre-5,2880.0,2884.0,3110.0,3117.0,1370.0,1371.0,1450.0,1453.0,150,25
,,,,,top-mid-left-6,3076.0,3075.0,3110.0,3112.0,1370.0,1369.0,1450.0,1451.0,0,25
,,,,,top-mid-right-7,2676.0,2674.0,3110.0,3114.0,1370.0,1366.0,1450.0,1455.0,300,25
340.0,340.0,70.0,Swing Level 2,Spin Level -1,centre - 0,2890.0,2887.0,3115.0,3119.0,1110.0,1109.0,1150.0,1153.0,150,40
,,,,,top- 1,2890.0,2893.0,3115.0,3112.0,1530.0,1528.0,1570.0,1574.0,150,5
,,,,,left - 2,3088.0,3089.0,3115.0,3117.0,1110.0,1110.0,1150.0,1151.0,0,40
,,,,,right - 3,2688.0,2693.0,3115.0,3113.0,1110.0,1114.0,1150.0,1147.0,300,40
,,,,,bottom - 4,2890.0,2893.0,3115.0,3107.0,730.0,730.0,770.0,771.0,150,80
,,,,,top-mid-centre-5,2890.0,2890.0,3115.0,3117.0,1390.0,1389.0,1430.0,1427.0,150,25
,,,,,top-mid-left-6,3088.0,3087.0,3115.0,3107.0,1390.0,1395.0,1430.0,1430.0,0,25
,,,,,top-mid-right-7,2688.0,2687.0,3115.0,3112.0,1390.0,1385.0,1430.0,1429.0,300,25
454.0,421.0,70.0,Swing Level 2,Spin Level 0,centre - 0,2920.0,2917.9,3124.0,3126.6,1240.0,1240.0,1160.0,1158.5,150,40
,,,,,top- 1,2920.0,2919.8,3124.0,3126.9,1240.0,1240.0,1160.0,1159.0,150,5
,,,,,left - 2,3170.0,3170.8,3124.0,3122.4,1240.0,1237.5,1160.0,1157.8,0,40
,,,,,right - 3,2720.0,2717.8,3124.0,3121.9,1240.0,1237.8,1160.0,1160.8,300,40
,,,,,bottom - 4,2920.0,2918.1,3124.0,3123.1,1240.0,1242.4,1160.0,1159.8,150,80
,,,,,top-mid-centre-5,3045.0,3046.0,3124.0,3122.0,1240.0,1238.2,1160.0,1157.2,150,25
,,,,,top-mid-left-6,3270.0,3268.0,3124.0,3122.7,1240.0,1238.1,1160.0,1157.5,0,25
,,,,,top-mid-right-7,2880.0,2877.7,3124.0,3123.8,1240.0,1238.2,1160.0,1159.2,300,25
340.0,340.0,70.0,Swing Level 2,Spin Level 1,centre - 0,2910.0,2905.0,3125.0,3118.0,1150.0,1145.0,1110.0,1108.0,150,40
,,,,,top- 1,2910.0,2913.0,3125.0,3119.0,1570.0,1568.0,1530.0,1528.0,150,5
,,,,,left - 2,3112.0,3107.0,3125.0,3126.0,1150.0,1149.0,1110.0,1107.0,0,40
,,,,,right - 3,2712.0,2710.0,3125.0,3121.0,1150.0,1145.0,1110.0,1107.0,300,40
,,,,,bottom - 4,2910.0,2907.0,3125.0,3125.0,770.0,772.0,730.0,725.0,150,80
,,,,,top-mid-centre-5,2910.0,2913.0,3125.0,3127.0,1430.0,1429.0,1390.0,1391.0,150,25
,,,,,top-mid-left-6,3112.0,3110.0,3125.0,3119.0,1430.0,1429.0,1390.0,1385.0,0,25
,,,,,top-mid-right-7,2712.0,2711.0,3125.0,3131.0,1430.0,1425.0,1390.0,1392.0,300,25
340.0,340.0,70.0,Swing Level 2,Spin Level 2,centre - 0,2920.0,2919.0,3130.0,3130.0,1170.0,1175.0,1090.0,1095.0,150,40
,,,,,top- 1,2920.0,2917.0,3130.0,3124.0,1590.0,1593.0,1510.0,1511.0,150,5
,,,,,left - 2,3124.0,3128.0,3130.0,3125.0,1170.0,1168.0,1090.0,1094.0,0,40
,,,,,right - 3,2724.0,2727.0,3130.0,3125.0,1170.0,1171.0,1090.0,1085.0,300,40
,,,,,bottom - 4,2920.0,2917.0,3130.0,3138.0,790.0,785.0,710.0,714.0,150,80
,,,,,top-mid-centre-5,2920.0,2917.0,3130.0,3127.0,1450.0,1453.0,1370.0,1370.0,150,25
,,,,,top-mid-left-6,3124.0,3129.0,3130.0,3136.0,1450.0,1454.0,1370.0,1365.0,0,25
,,,,,top-mid-right-7,2724.0,2719.0,3130.0,3135.0,1450.0,1447.0,1370.0,1366.0,300,25
340.0,340.0,70.0,Swing Level 2,Spin Level 3,centre - 0,2930.0,2935.0,3135.0,3141.0,1190.0,1189.0,1070.0,1066.0,150,40
,,,,,top- 1,2930.0,2925.0,3135.0,3134.0,1610.0,1615.0,1490.0,1494.0,150,5
,,,,,left - 2,3136.0,3132.0,3135.0,3130.0,1190.0,1186.0,1070.0,1075.0,0,40
,,,,,right - 3,2736.0,2741.0,3135.0,3140.0,1190.0,1187.0,1070.0,1070.0,300,40
,,,,,bottom - 4,2930.0,2932.0,3135.0,3136.0,810.0,812.0,690.0,687.0,150,80
,,,,,top-mid-centre-5,2930.0,2929.0,3135.0,3143.0,1470.0,1475.0,1350.0,1352.0,150,25
,,,,,top-mid-left-6,3136.0,3137.0,3135.0,3137.0,1470.0,1467.0,1350.0,1352.0,0,25
,,,,,top-mid-right-7,2736.0,2734.0,3135.0,3139.0,1470.0,1467.0,1350.0,1354.0,300,25
340.0,340.0,70.0,Swing Level 2,Spin Level 4,centre - 0,2940.0,2935.0,3140.0,3132.0,1210.0,1210.0,1050.0,1046.0,150,40
,,,,,top- 1,2940.0,2940.0,3140.0,3140.0,1630.0,1635.0,1470.0,1470.0,150,5
,,,,,left - 2,3148.0,3151.0,3140.0,3142.0,1210.0,1215.0,1050.0,1046.0,0,40
,,,,,right - 3,2748.0,2743.0,3140.0,3133.0,1210.0,1213.0,1050.0,1053.0,300,40
,,,,,bottom - 4,2940.0,2944.0,3140.0,3133.0,830.0,827.0,670.0,672.0,150,80
,,,,,top-mid-centre-5,2940.0,2943.0,3140.0,3138.0,1490.0,1495.0,1330.0,1331.0,150,25
,,,,,top-mid-left-6,3148.0,3149.0,3140.0,3140.0,1490.0,1494.0,1330.0,1329.0,0,25
,,,,,top-mid-right-7,2748.0,2749.0,3140.0,3137.0,1490.0,1488.0,1330.0,1332.0,300,25
340.0,340.0,70.0,Swing Level 2,Spin Level 5,centre - 0,2950.0,2945.0,3145.0,3146.0,1230.0,1235.0,1030.0,1031.0,150,40
,,,,,top- 1,2950.0,2946.0,3145.0,3142.0,1650.0,1650.0,1450.0,1450.0,150,5
,,,,,left - 2,3160.0,3160.0,3145.0,3153.0,1230.0,1234.0,1030.0,1031.0,0,40
,,,,,right - 3,2760.0,2761.0,3145.0,3137.0,1230.0,1225.0,1030.0,1034.0,300,40
,,,,,bottom - 4,2950.0,2955.0,3145.0,3137.0,850.0,847.0,650.0,648.0,150,80
,,,,,top-mid-centre-5,2950.0,2950.0,3145.0,3152.0,1510.0,1510.0,1310.0,1314.0,150,25
,,,,,top-mid-left-6,3160.0,3156.0,3145.0,3140.0,1510.0,1510.0,1310.0,1310.0,0,25
,,,,,top-mid-right-7,2760.0,2756.0,3145.0,3151.0,1510.0,1510.0,1310.0,1305.0,300,25
355.0,355.0,70.0,Swing Level 3,Spin Level -5,centre - 0,2850.0,2853.0,3095.0,3101.0,1030.0,1030.0,1230.0,1225.0,150,40
,,,,,top- 1,2850.0,2850.0,3095.0,3088.0,1450.0,1453.0,1650.0,1651.0,150,5
,,,,,left - 2,3040.0,3041.0,3095.0,3090.0,1030.0,1034.0,1230.0,1225.0,0,40
,,,,,right - 3,2640.0,2638.0,3095.0,3095.0,1030.0,1032.0,1230.0,1230.0,300,40
,,,,,bottom - 4,2850.0,2851.0,3095.0,3097.0,650.0,649.0,850.0,848.0,150,80
,,,,,top-mid-centre-5,2850.0,2852.0,3095.0,3096.0,1310.0,1310.0,1510.0,1509.0,150,25
,,,,,top-mid-left-6,3040.0,3041.0,3095.0,3100.0,1310.0,1308.0,1510.0,1506.0,0,25
,,,,,top-mid-right-7,2640.0,2638.0,3095.0,3095.0,1310.0,1311.0,1510.0,1511.0,300,25
340.0,340.0,70.0,Swing Level 3,Spin Level -4,centre - 0,2860.0,2863.0,3100.0,3100.0,1050.0,1050.0,1210.0,1208.0,150,40
,,,,,top- 1,2860.0,2856.0,3100.0,3093.0,1470.0,1465.0,1630.0,1629.0,150,5
,,,,,left - 2,3052.0,3047.0,3100.0,3093.0,1050.0,1055.0,1210.0,1212.0,0,40
,,,,,right - 3,2652.0,2655.0,3100.0,3096.0,1050.0,1045.0,1210.0,1215.0,300,40
,,,,,bottom - 4,2860.0,2864.0,3100.0,3097.0,670.0,666.0,830.0,831.0,150,80
,,,,,top-mid-centre-5,2860.0,2865.0,3100.0,3099.0,1330.0,1326.0,1490.0,1488.0,150,25
,,,,,top-mid-left-6,3052.0,3052.0,3100.0,3106.0,1330.0,1330.0,1490.0,1490.0,0,25
,,,,,top-mid-right-7,2652.0,2655.0,3100.0,3105.0,1330.0,1328.0,1490.0,1486.0,300,25
340.0,340.0,70.0,Swing Level 3,Spin Level -3,centre - 0,2870.0,2868.0,3105.0,3102.0,1070.0,1065.0,1190.0,1185.0,150,40
,,,,,top- 1,2870.0,2870.0,3105.0,3111.0,1490.0,1490.0,1610.0,1606.0,150,5
,,,,,left - 2,3064.0,3060.0,3105.0,3100.0,1070.0,1071.0,1190.0,1194.0,0,40
,,,,,right - 3,2664.0,2662.0,3105.0,3108.0,1070.0,1073.0,1190.0,1190.0,300,40
,,,,,bottom - 4,2870.0,2875.0,3105.0,3101.0,690.0,686.0,810.0,814.0,150,80
,,,,,top-mid-centre-5,2870.0,2866.0,3105.0,3103.0,1350.0,1348.0,1470.0,1465.0,150,25
,,,,,top-mid-left-6,3064.0,3060.0,3105.0,3099.0,1350.0,1351.0,1470.0,1469.0,0,25
,,,,,top-mid-right-7,2664.0,2669.0,3105.0,3107.0,1350.0,1350.0,1470.0,1472.0,300,25
340.0,340.0,70.0,Swing Level 3,Spin Level -2,centre - 0,2880.0,2879.0,3110.0,3109.0,1090.0,1092.0,1170.0,1171.0,150,40
,,,,,top- 1,2880.0,2881.0,3110.0,3110.0,1510.0,1513.0,1590.0,1593.0,150,5
,,,,,left - 2,3076.0,3078.0,3110.0,3111.0,1090.0,1085.0,1170.0,1173.0,0,40
,,,,,right - 3,2676.0,2680.0,3110.0,3113.0,1090.0,1091.0,1170.0,1165.0,300,40
,,,,,bottom - 4,2880.0,2880.0,3110.0,3107.0,710.0,711.0,790.0,793.0,150,80
,,,,,top-mid-centre-5,2880.0,2884.0,3110.0,3117.0,1370.0,1371.0,1450.0,1453.0,150,25
,,,,,top-mid-left-6,3076.0,3075.0,3110.0,3112.0,1370.0,1369.0,1450.0,1451.0,0,25
,,,,,top-mid-right-7,2676.0,2674.0,3110.0,3114.0,1370.0,1366.0,1450.0,1455.0,300,25
340.0,340.0,70.0,Swing Level 3,Spin Level -1,centre - 0,2890.0,2887.0,3115.0,3119.0,1110.0,1109.0,1150.0,1153.0,150,40
,,,,,top- 1,2890.0,2893.0,3115.0,3112.0,1530.0,1528.0,1570.0,1574.0,150,5
,,,,,left - 2,3088.0,3089.0,3115.0,3117.0,1110.0,1110.0,1150.0,1151.0,0,40
,,,,,right - 3,2688.0,2693.0,3115.0,3113.0,1110.0,1114.0,1150.0,1147.0,300,40
,,,,,bottom - 4,2890.0,2893.0,3115.0,3107.0,730.0,730.0,770.0,771.0,150,80
,,,,,top-mid-centre-5,2890.0,2890.0,3115.0,3117.0,1390.0,1389.0,1430.0,1427.0,150,25
,,,,,top-mid-left-6,3088.0,3087.0,3115.0,3107.0,1390.0,1395.0,1430.0,1430.0,0,25
,,,,,top-mid-right-7,2688.0,2687.0,3115.0,3112.0,1390.0,1385.0,1430.0,1429.0,300,25
469.0,433.0,70.0,Swing Level 3,Spin Level 0,centre - 0,2930.0,2930.0,3126.0,3127.1,1260.0,1257.2,1140.0,1141.8,150,40
,,,,,top- 1,2930.0,2930.8,3126.0,3123.5,1260.0,1262.2,1140.0,1142.5,150,5
,,,,,left - 2,3180.0,3177.4,3126.0,3124.7,1260.0,1261.8,1140.0,1141.5,0,40
,,,,,right - 3,2730.0,2728.1,3126.0,3124.3,1260.0,1259.2,1140.0,1139.9,300,40
,,,,,bottom - 4,2930.0,2930.7,3126.0,3125.2,1260.0,1259.8,1140.0,1141.5,150,80
,,,,,top-mid-centre-5,3055.0,3052.2,3126.0,3124.5,1260.0,1261.3,1140.0,1142.4,150,25
,,,,,top-mid-left-6,3280.0,3280.1,3126.0,3126.2,1260.0,1257.6,1140.0,1139.7,0,25
,,,,,top-mid-right-7,2890.0,2890.2,3126.0,3124.5,1260.0,1258.6,1140.0,1139.3,300,25
340.0,340.0,70.0,Swing Level 3,Spin Level 1,centre - 0,2910.0,2905.0,3125.0,3118.0,1150.0,1145.0,1110.0,1108.0,150,40
,,,,,top- 1,2910.0,2913.0,3125.0,3119.0,1570.0,1568.0,1530.0,1528.0,150,5
,,,,,left - 2,3112.0,3107.0,3125.0,3126.0,1150.0,1149.0,1110.0,1107.0,0,40
,,,,,right - 3,2712.0,2710.0,3125.0,3121.0,1150.0,1145.0,1110.0,1107.0,300,40
,,,,,bottom - 4,2910.0,2907.0,3125.0,3125.0,770.0,772.0,730.0,725.0,150,80
,,,,,top-mid-centre-5,2910.0,2913.0,3125.0,3127.0,1430.0,1429.0,1390.0,1391.0,150,25
,,,,,top-mid-left-6,3112.0,3110.0,3125.0,3119.0,1430.0,1429.0,1390.0,1385.0,0,25
,,,,,top-mid-right-7,2712.0,2711.0,3125.0,3131.0,1430.0,1425.0,1390.0,1392.0,300,25
340.0,340.0,70.0,Swing Level 3,Spin Level 2,centre - 0,2920.0,2919.0,3130.0,3130.0,1170.0,1175.0,1090.0,1095.0,150,40
,,,,,top- 1,2920.0,2917.0,3130.0,3124.0,1590.0,1593.0,1510.0,1511.0,150,5
,,,,,left - 2,3124.0,3128.0,3130.0,3125.0,1170.0,1168.0,1090.0,1094.0,0,40
,,,,,right - 3,2724.0,2727.0,3130.0,3125.0,1170.0,1171.0,1090.0,1085.0,300,40
,,,,,bottom - 4,2920.0,2917.0,3130.0,3138.0,790.0,785.0,710.0,714.0,150,80
,,,,,top-mid-centre-5,2920.0,2917.0,3130.0,3127.0,1450.0,1453.0,1370.0,1370.0,150,25
,,,,,top-mid-left-6,3124.0,3129.0,3130.0,3136.0,1450.0,1454.0,1370.0,1365.0,0,25
,,,,,top-mid-right-7,2724.0,2719.0,3130.0,3135.0,1450.0,1447.0,1370.0,1366.0,300,25
340.0,340.0,70.0,Swing Level 3,Spin Level 3,centre - 0,2930.0,2935.0,3135.0,3141.0,1190.0,1189.0,1070.0,1066.0,150,40
,,,,,top- 1,2930.0,2925.0,3135.0,3134.0,1610.0,1615.0,1490.0,1494.0,150,5
,,,,,left - 2,3136.0,3132.0,3135.0,3130.0,1190.0,1186.0,1070.0,1075.0,0,40
,,,,,right - 3,2736.0,2741.0,3135.0,3140.0,1190.0,1187.0,1070.0,1070.0,300,40
,,,,,bottom - 4,2930.0,2932.0,3135.0,3136.0,810.0,812.0,690.0,687.0,150,80
,,,,,top-mid-centre-5,2930.0,2929.0,3135.0,3143.0,1470.0,1475.0,1350.0,1352.0,150,25
,,,,,top-mid-left-6,3136.0,3137.0,3135.0,3137.0,1470.0,1467.0,1350.0,1352.0,0,25
,,,,,top-mid-right-7,2736.0,2734.0,3135.0,3139.0,1470.0,1467.0,1350.0,1354.0,300,25
340.0,340.0,70.0,Swing Level 3,Spin Level 4,centre - 0,2940.0,2935.0,3140.0,3132.0,1210.0,1210.0,1050.0,1046.0,150,40
,,,,,top- 1,2940.0,2940.0,3140.0,3140.0,1630.0,1635.0,1470.0,1470.0,150,5
,,,,,left - 2,3148.0,3151.0,3140.0,3142.0,1210.0,1215.0,1050.0,1046.0,0,40
,,,,,right - 3,2748.0,2743.0,3140.0,3133.0,1210.0,1213.0,1050.0,1053.0,300,40
,,,,,bottom - 4,2940.0,2944.0,3140.0,3133.0,830.0,827.0,670.0,672.0,150,80
,,,,,top-mid-centre-5,2940.0,2943.0,3140.0,3138.0,1490.0,1495.0,1330.0,1331.0,150,25
,,,,,top-mid-left-6,3148.0,3149.0,3140.0,3140.0,1490.0,1494.0,1330.0,1329.0,0,25
,,,,,top-mid-right-7,2748.0,2749.0,3140.0,3137.0,1490.0,1488.0,1330.0,1332.0,300,25
340.0,340.0,70.0,Swing Level 3,Spin Level 5,centre - 0,2950.0,2945.0,3145.0,3146.0,1230.0,1235.0,1030.0,1031.0,150,40
,,,,,top- 1,2950.0,2946.0,3145.0,3142.0,1650.0,1650.0,1450.0,1450.0,150,5
,,,,,left - 2,3160.0,3160.0,3145.0,3153.0,1230.0,1234.0,1030.0,1031.0,0,40
,,,,,right - 3,2760.0,2761.0,3145.0,3137.0,1230.0,1225.0,1030.0,1034.0,300,40
,,,,,bottom - 4,2950.0,2955.0,3145.0,3137.0,850.0,847.0,650.0,648.0,150,80
,,,,,top-mid-centre-5,2950.0,2950.0,3145.0,3152.0,1510.0,1510.0,1310.0,1314.0,150,25
,,,,,top-mid-left-6,3160.0,3156.0,3145.0,3140.0,1510.0,1510.0,1310.0,1310.0,0,25
,,,,,top-mid-right-7,2760.0,2756.0,3145.0,3151.0,1510.0,1510.0,1310.0,1305.0,300,25
355.0,355.0,70.0,Swing Level 4,Spin Level -5,centre - 0,2850.0,2853.0,3095.0,3101.0,1030.0,1030.0,1230.0,1225.0,150,40
,,,,,top- 1,2850.0,2850.0,3095.0,3088.0,1450.0,1453.0,1650.0,1651.0,150,5
,,,,,left - 2,3040.0,3041.0,3095.0,3090.0,1030.0,1034.0,1230.0,1225.0,0,40
,,,,,right - 3,2640.0,2638.0,3095.0,3095.0,1030.0,1032.0,1230.0,1230.0,300,40
,,,,,bottom - 4,2850.0,2851.0,3095.0,3097.0,650.0,649.0,850.0,848.0,150,80
,,,,,top-mid-centre-5,2850.0,2852.0,3095.0,3096.0,1310.0,1310.0,1510.0,1509.0,150,25
,,,,,top-mid-left-6,3040.0,3041.0,3095.0,3100.0,1310.0,1308.0,1510.0,1506.0,0,25
,,,,,top-mid-right-7,2640.0,2638.0,3095.0,3095.0,1310.0,1311.0,1510.0,1511.0,300,25
340.0,340.0,70.0,Swing Level 4,Spin Level -4,centre - 0,2860.0,2863.0,3100.0,3100.0,1050.0,1050.0,1210.0,1208.0,150,40
,,,,,top- 1,2860.0,2856.0,3100.0,3093.0,1470.0,1465.0,1630.0,1629.0,150,5
,,,,,left - 2,3052.0,3047.0,3100.0,3093.0,1050.0,1055.0,1210.0,1212.0,0,40
,,,,,right - 3,2652.0,2655.0,3100.0,3096.0,1050.0,1045.0,1210.0,1215.0,300,40
,,,,,bottom - 4,2860.0,2864.0,3100.0,3097.0,670.0,666.0,830.0,831.0,150,80
,,,,,top-mid-centre-5,2860.0,2865.0,3100.0,3099.0,1330.0,1326.0,1490.0,1488.0,150,25
,,,,,top-mid-left-6,3052.0,3052.0,3100.0,3106.0,1330.0,1330.0,1490.0,1490.0,0,25
